Player,FGA 2015,FGA 2016,FGA 2017,FGA 2018,FGA 2019,FGA 2020,FG% 2015,FG% 2016,FG% 2017,FG% 2018,FG% 2019,FG% 2020,3P 2015,3P 2016,3P 2017,3P 2018,3P 2019,3P 2020,3PA 2015,3PA 2016,3PA 2017,3PA 2018,3PA 2019,3PA 2020,3P% 2015,3P% 2016,3P% 2017,3P% 2018,3P% 2019,3P% 2020,FTM 2015,FTM 2016,FTM 2017,FTM 2018,FTM 2019,FTM 2020,FTA 2015,FTA 2016,FTA 2017,FTA 2018,FTA 2019,FTA 2020,FT% 2015,FT% 2016,FT% 2017,FT% 2018,FT% 2019,FT% 2020,ORB 2015,ORB 2016,ORB 2017,ORB 2018,ORB 2019,ORB 2020,DRB 2015,DRB 2016,DRB 2017,DRB 2018,DRB 2019,DRB 2020,TRB 2015,TRB 2016,TRB 2017,TRB 2018,TRB 2019,TRB 2020,AST 2015,AST 2016,AST 2017,AST 2018,AST 2019,AST 2020,STL 2015,STL 2016,STL 2017,STL 2018,STL 2019,STL 2020,BLK 2015,BLK 2016,BLK 2017,BLK 2018,BLK 2019,BLK 2020,TOV 2015,TOV 2016,TOV 2017,TOV 2018,TOV 2019,TOV 2020,PF 2015,PF 2016,PF 2017,PF 2018,PF 2019,PF 2020,PTS 2015,PTS 2016,PTS 2017,PTS 2018,PTS 2019,PTS 2020,+/- 2015,+/- 2016,+/- 2017,+/- 2018,+/- 2019,-2020,TS% 2015,TS% 2016,TS% 2017,TS% 2018,TS% 2019,TS% 2020,eFG% 2015,eFG% 2016,eFG% 2017,eFG% 2018,eFG% 2019,eFG% 2020,3PAr 2015,3PAr 2016,3PAr 2017,3PAr 2018,3PAr 2019,3PAr 2020,ORtg 2015,ORtg 2016,ORtg 2017,ORtg 2018,ORtg 2019,ORtg 2020,DRtg 2015,DRtg 2016,DRtg 2017,DRtg 2018,DRtg 2019,DRtg 2020,PG% 2015,PG% 2016,PG% 2017,PG% 2018,PG% 2019,PG% 2020,SG% 2015,SG% 2016,SG% 2017,SG% 2018,SG% 2019,SG% 2020,SF% 2015,SF% 2016,SF% 2017,SF% 2018,SF% 2019,SF% 2020,PF% 2015,PF% 2016,PF% 2017,PF% 2018,PF% 2019,PF% 2020,C% 2015,C% 2016,C% 2017,C% 2018,C% 2019,C% 2020,Sum Seasons
A.J. Hammons,,,1.909090909,,,,,,0.386866667,,,,,,0.227272727,,,,,,0.454545455,,,,,,0.547571429,,,,,,0.409090909,,,,,,0.909090909,,,,,,0.416666667,,,,,,0.363636364,,,,,,1.272727273,,,,,,1.636363636,,,,,,0.181818182,,,,,,0.045454545,,,,,,0.590909091,,,,,,0.454545455,,,,,,0.954545455,,,,,,2.181818182,,,,,,-0.227272727,,,,,,0.460375,,,,,,0.460133333,,,,,,0.217333333,,,,,,67.95454545,,,,,,113.7272727,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2
A.J. Price,5.269230769,,,,,,0.302954545,,,,,,0.576923077,,,,,,2.192307692,,,,,,0.1833,,,,,,0.615384615,,,,,,0.923076923,,,,,,0.661571429,,,,,,0.230769231,,,,,,1,,,,,,1.230769231,,,,,,1.769230769,,,,,,0.269230769,,,,,,0,,,,,,0.538461538,,,,,,0.576923077,,,,,,5.115384615,,,,,,-2.461538462,,,,,,0.359545455,,,,,,0.343227273,,,,,,0.427136364,,,,,,73.76923077,,,,,,111.6153846,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Aaron Brooks,9.963414634,6.797101449,4.615384615,2.15625,,,0.416585366,0.376176471,0.344951613,0.443565217,,,1.475609756,0.956521739,0.738461538,0.34375,,,3.817073171,2.68115942,1.969230769,0.96875,,,0.368632911,0.320338462,0.328685185,0.392117647,,,1.768292683,0.710144928,0.492307692,0.25,,,2.12195122,0.927536232,0.615384615,0.34375,,,0.857351852,0.763208333,0.8,0.7334,,,0.390243902,0.304347826,0.276923077,0.21875,,,1.634146341,1.15942029,0.784615385,0.3125,,,2.024390244,1.463768116,1.061538462,0.53125,,,3.182926829,2.608695652,1.923076923,0.625,,,0.658536585,0.434782609,0.384615385,0.1875,,,0.182926829,0.144927536,0.138461538,0,,,1.914634146,1.188405797,1.015384615,0.34375,,,2.304878049,1.913043478,1.430769231,0.875,,,11.63414634,7.115942029,4.953846154,2.34375,,,2.56097561,-0.188405797,-0.492307692,-2.34375,,,0.523926829,0.465573529,0.440870968,0.526875,,,0.486073171,0.442397059,0.415774194,0.508826087,,,0.371231707,0.404073529,0.448419355,0.429086957,,,102.0609756,93.91304348,87.2,82.5625,,,107.9634146,110.6811594,113.4615385,112.875,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Aaron Gordon,4.425531915,7.423076923,10.8125,14.9137931,13.41025641,12.37096774,0.468043478,0.454428571,0.4393,0.434344828,0.448051282,0.424435484,0.276595745,0.538461538,0.9625,1.982758621,1.551282051,1.177419355,1.021276596,1.820512821,3.3375,5.896551724,4.448717949,3.822580645,0.23562069,0.291625,0.26812987,0.346810345,0.330935065,0.272096774,0.936170213,1.653846154,1.95,2.706896552,2.371794872,2.435483871,1.29787234,2.474358974,2.7125,3.879310345,3.243589744,3.612903226,0.708961538,0.652365385,0.710338983,0.685208333,0.752409836,0.694888889,0.978723404,1.974358974,1.45,1.5,1.653846154,1.725806452,2.617021277,4.525641026,3.6125,6.379310345,5.705128205,5.935483871,3.595744681,6.5,5.0625,7.879310345,7.358974359,7.661290323,0.70212766,1.641025641,1.875,2.344827586,3.705128205,3.677419355,0.446808511,0.756410256,0.8125,1.017241379,0.730769231,0.822580645,0.468085106,0.705128205,0.5,0.775862069,0.717948718,0.629032258,0.808510638,0.846153846,1.1125,1.844827586,2.076923077,1.612903226,1.765957447,1.961538462,2.15,1.913793103,2.205128205,2.016129032,5.170212766,9.217948718,12.7375,17.62068966,15.97435897,14.41935484,-3.489361702,-0.935897436,-2.0125,-1.568965517,1.371794872,-1.096774194,0.504978261,0.524358974,0.5121875,0.531862069,0.534012821,0.503806452,0.501347826,0.491506494,0.4797625,0.503862069,0.504730769,0.468532258,0.251456522,0.26312987,0.3157,0.399465517,0.330423077,0.314387097,97.23404255,111.0512821,104.075,103.7413793,105.1923077,105.8064516,107.7446809,105.8717949,112.225,108.2586207,109.0128205,110.4032258,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,6
Aaron Harrison,,0.904761905,0.8,7.666666667,,,,0.305583333,0,0.255,,,,0.142857143,0,1,,,,0.476190476,0.4,4.777777778,,,,0.375,0,0.156444444,,,,0.238095238,0.2,1.444444444,,,,0.571428571,0.4,1.888888889,,,,0.375,0.5,0.8168,,,,0.19047619,0,0.444444444,,,,0.523809524,0.6,2.222222222,,,,0.714285714,0.6,2.666666667,,,,0.095238095,0.6,1.222222222,,,,0.285714286,0,1,,,,0,0,0.222222222,,,,0.19047619,0,0.333333333,,,,0.476190476,0.4,3,,,,0.857142857,0.2,6.666666667,,,,-0.333333333,-1,-8,,,,0.391,0.0665,0.358111111,,,,0.40275,0,0.307888889,,,,0.5555,0.5,0.637,,,,53.95238095,71.8,80.44444444,,,,102,113.4,111.2222222,,,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Aaron Holiday,,,,,5.24,8.53030303,,,,,0.406854167,0.402712121,,,,,0.86,1.318181818,,,,,2.54,3.348484848,,,,,0.337295455,0.363109375,,,,,0.82,1.121212121,,,,,1,1.318181818,,,,,0.824529412,0.811482759,,,,,0.1,0.333333333,,,,,1.24,2.03030303,,,,,1.34,2.363636364,,,,,1.74,3.409090909,,,,,0.42,0.833333333,,,,,0.26,0.242424242,,,,,0.8,1.333333333,,,,,1.42,1.818181818,,,,,5.88,9.5,,,,,2.04,1.696969697,,,,,0.523729167,0.505409091,,,,,0.499041667,0.480712121,,,,,0.508458333,0.399878788,,,,,96.6,99,,,,,109.46,111.030303,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Aaron Jackson,,,,9,,,,,,0.333,,,,,,1,,,,,,4,,,,,,0.25,,,,,,1,,,,,,2,,,,,,0.5,,,,,,2,,,,,,1,,,,,,3,,,,,,1,,,,,,0,,,,,,0,,,,,,1,,,,,,4,,,,,,8,,,,,,-10,,,,,,0.405,,,,,,0.389,,,,,,0.444,,,,,,87,,,,,,109,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Abdel Nader,,,,3.104166667,3.524590164,4.781818182,,,,0.306973684,0.419113208,0.452240741,,,,0.479166667,0.524590164,0.872727273,,,,1.354166667,1.639344262,2.327272727,,,,0.354586207,0.326288889,0.361745098,,,,0.479166667,0.442622951,0.927272727,,,,0.8125,0.590163934,1.2,,,,0.547642857,0.666722222,0.754851852,,,,0.270833333,0.229508197,0.254545455,,,,1.208333333,1.672131148,1.563636364,,,,1.479166667,1.901639344,1.818181818,,,,0.541666667,0.327868852,0.690909091,,,,0.3125,0.327868852,0.418181818,,,,0.208333333,0.196721311,0.363636364,,,,0.708333333,0.426229508,0.781818182,,,,0.9375,1.114754098,1.418181818,,,,3.041666667,3.950819672,6.272727273,,,,-2.270833333,-2.557377049,-1.527272727,,,,0.440775,0.500018868,0.589222222,,,,0.382052632,0.494113208,0.544648148,,,,0.446736842,0.471150943,0.5255,,,,74.45833333,82.75409836,106.2545455,,,,105.2916667,107.7540984,112,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
Adam Mokoka,,,,,,2.545454545,,,,,,0.3567,,,,,,0.545454545,,,,,,1.363636364,,,,,,0.428571429,,,,,,0.181818182,,,,,,0.363636364,,,,,,0.5,,,,,,0.636363636,,,,,,0.272727273,,,,,,0.909090909,,,,,,0.363636364,,,,,,0.363636364,,,,,,0,,,,,,0.181818182,,,,,,1.545454545,,,,,,2.909090909,,,,,,4.545454545,,,,,,0.4521,,,,,,0.465,,,,,,0.5434,,,,,,102.8181818,,,,,,121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Admiral Schofield,,,,,,2.787878788,,,,,,0.316181818,,,,,,0.575757576,,,,,,1.848484848,,,,,,0.318136364,,,,,,0.303030303,,,,,,0.454545455,,,,,,0.625,,,,,,0.212121212,,,,,,1.212121212,,,,,,1.424242424,,,,,,0.454545455,,,,,,0.242424242,,,,,,0.121212121,,,,,,0.212121212,,,,,,1.515151515,,,,,,3,,,,,,-1.78125,,,,,,0.435863636,,,,,,0.421863636,,,,,,0.740318182,,,,,,60.45454545,,,,,,116.8787879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Adreian Payne,6.875,2.788461538,3,2,,,0.394375,0.359777778,0.355,0.694333333,,,0.03125,0.173076923,0.166666667,0.4,,,0.28125,0.615384615,0.833333333,0.6,,,0.083333333,0.202913043,0.121181818,0.666666667,,,0.9375,0.326923077,0.777777778,1,,,1.4375,0.5,1.055555556,1.2,,,0.6278,0.694444444,0.777833333,0.875,,,1.5,0.384615385,0.5,0.4,,,3.5625,1.75,1.333333333,1.4,,,5.0625,2.134615385,1.833333333,1.8,,,0.9375,0.557692308,0.388888889,0,,,0.59375,0.307692308,0.444444444,0.4,,,0.28125,0.211538462,0.388888889,0,,,1.375,0.692307692,0.444444444,0.4,,,2.75,1.480769231,1.777777778,1.2,,,6.65625,2.538461538,3.5,4.2,,,-7.625,-2.307692308,0.5,-2.6,,,0.4095,0.395217391,0.4102,0.813333333,,,0.39540625,0.391044444,0.372533333,0.791666667,,,0.04609375,0.252511111,0.311666667,0.305333333,,,83.71875,72.11538462,85.22222222,81.8,,,112.96875,110.9038462,109.9444444,101.8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,4
Al Horford,12.69736842,12.7804878,11.77941176,10.45833333,10.63235294,10.58208955,0.556881579,0.5075,0.481191176,0.485263889,0.548882353,0.456149254,0.144736842,1.073170732,1.264705882,1.347222222,1.073529412,1.47761194,0.473684211,3.12195122,3.558823529,3.138888889,2.985294118,4.223880597,0.328125,0.328333333,0.392723077,0.457239437,0.354451613,0.368,1.407894737,1.256097561,1.588235294,1.305555556,1.147058824,0.910447761,1.855263158,1.573170732,1.985294118,1.666666667,1.397058824,1.194029851,0.749217391,0.792914894,0.826565217,0.739536585,0.8038,0.770967742,1.723684211,1.804878049,1.397058824,1.430555556,1.764705882,1.537313433,5.434210526,5.463414634,5.441176471,5.930555556,4.970588235,5.268656716,7.157894737,7.268292683,6.838235294,7.361111111,6.735294118,6.805970149,3.210526316,3.207317073,4.955882353,4.708333333,4.161764706,4.029850746,0.894736842,0.829268293,0.764705882,0.597222222,0.867647059,0.776119403,1.289473684,1.475609756,1.264705882,1.083333333,1.264705882,0.910447761,1.315789474,1.304878049,1.691176471,1.833333333,1.5,1.194029851,1.592105263,1.987804878,2.029411765,1.916666667,1.852941176,2.119402985,15.21052632,15.23170732,14,12.875,13.60294118,11.91044776,3.789473684,2.780487805,3.161764706,4.763888889,3.794117647,1.895522388,0.580197368,0.571463415,0.562852941,0.571319444,0.611955882,0.546955224,0.563421053,0.55147561,0.535102941,0.550458333,0.597470588,0.531,0.037460526,0.24897561,0.294794118,0.308986111,0.271397059,0.411880597,116.1578947,114.2195122,114.25,114.3055556,121.7352941,115.8358209,101.9342105,101.597561,108.0588235,104.3333333,107.1764706,108.9850746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,6
Al Jefferson,15.53846154,10.74468085,7.136363636,5.777777778,,,0.469030769,0.45,0.481846154,0.546558824,,,0.030769231,0,0,0,,,0.076923077,0,0.015151515,0.083333333,,,0.4,,0,0,,,1.661538462,1.531914894,0.984848485,0.833333333,,,2.538461538,2.361702128,1.287878788,1,,,0.697068182,0.628228571,0.772870968,0.777833333,,,1.523076923,1.212765957,1.136363636,0.833333333,,,6.907692308,5.191489362,3.075757576,3.138888889,,,8.430769231,6.404255319,4.212121212,3.972222222,,,1.738461538,1.489361702,0.863636364,0.833333333,,,0.723076923,0.638297872,0.287878788,0.444444444,,,1.292307692,0.872340426,0.242424242,0.638888889,,,1.046153846,0.723404255,0.5,0.583333333,,,2.138461538,2.489361702,1.893939394,1.833333333,,,16.64615385,11.95744681,8.106060606,7,,,-1.830769231,1.042553191,-1.5,-0.277777778,,,0.485338462,0.485106383,0.499692308,0.573941176,,,0.469938462,0.45,0.481846154,0.546558824,,,0.004923077,0,0.001923077,0.013029412,,,99.49230769,100.7659574,102,106.1388889,,,101.5230769,100.9361702,109.030303,102.6388889,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,4
Alan Anderson,5.945945946,4.538461538,2.666666667,,,,0.412356164,0.38275,0.352857143,,,,0.986486486,0.923076923,0.466666667,,,,2.837837838,2.846153846,1.466666667,,,,0.319086957,0.33925,0.3,,,,1.108108108,0.846153846,0.4,,,,1.364864865,1.153846154,0.533333333,,,,0.831131579,0.738142857,0.8125,,,,0.418918919,0.076923077,0.1,,,,2.337837838,2,0.7,,,,2.756756757,2.076923077,0.8,,,,1.121621622,1.076923077,0.366666667,,,,0.756756757,0.307692308,0.1,,,,0.067567568,0.076923077,0,,,,0.810810811,0.153846154,0.233333333,,,,2,1.923076923,1.166666667,,,,7.364864865,5,2.866666667,,,,-0.783783784,2.307692308,-2.566666667,,,,0.519418919,0.50725,0.440241379,,,,0.487643836,0.50925,0.446178571,,,,0.471,0.672083333,0.601892857,,,,102.0945946,88.38461538,87.9,,,,109.7567568,104.9230769,118.6,,,,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Alan Williams,,2.4,5.680851064,3.6,2.6,,,0.35075,0.471904762,0.46975,0.55,,,0,0,0,0,,,0,0.021276596,0,0.2,,,,0,,0,,,0.9,1.489361702,1.2,0.4,,,1.4,2.382978723,1.8,0.8,,,0.66,0.580586207,0.7,0.5,,,1.4,2,0.6,0.8,,,2.4,4.212765957,3.8,3,,,3.8,6.212765957,4.4,3.8,,,0.5,0.489361702,1.6,0.6,,,0.4,0.574468085,1,0.2,,,0.5,0.680851064,0.2,0,,,0.6,0.787234043,1.4,0.2,,,1.5,2.659574468,2.6,0.4,,,2.9,7.361702128,4,3.6,,,0.1,0.042553191,0.2,3.2,,,0.417777778,0.518204545,0.462,0.5388,,,0.35075,0.471904762,0.46975,0.55,,,0,0.00397619,0,0.2,,,93.6,99.31914894,70.4,111.2,,,98,111,102.6,94,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,4
Alec Burks,11.11111111,10.77419355,5.904761905,6.46875,7.40625,11.63636364,0.407185185,0.415933333,0.406195122,0.353290323,0.375847458,0.425712121,0.962962963,1.032258065,0.595238095,0.734375,0.953125,1.757575758,2.518518519,2.548387097,1.80952381,2.21875,2.625,4.560606061,0.347518519,0.451230769,0.315647059,0.318490909,0.350215686,0.405723077,3.925925926,3.419354839,1.428571429,1.671875,1.8125,3.560606061,4.777777778,4.548387097,1.857142857,1.9375,2.203125,4.015151515,0.833230769,0.780642857,0.723172414,0.851485714,0.796666667,0.87287037,0.703703704,0.516129032,0.404761905,0.296875,0.46875,0.727272727,3.518518519,3,2.452380952,2.703125,3.203125,3.545454545,4.222222222,3.516129032,2.857142857,3,3.671875,4.272727273,3.037037037,2.032258065,0.714285714,1.046875,2,2.863636364,0.62962963,0.580645161,0.428571429,0.578125,0.609375,0.939393939,0.185185185,0.129032258,0.119047619,0.125,0.328125,0.257575758,1.925925926,1.64516129,0.833333333,0.9375,1.015625,1.378787879,2.37037037,2.290322581,1.19047619,1.171875,1.421875,1.939393939,13.85185185,13.29032258,6.738095238,7.71875,8.765625,15.04545455,-4.777777778,-0.419354839,0,-0.203125,-4.671875,-3.378787879,0.525481481,0.528666667,0.496585366,0.471983871,0.483266667,0.578318182,0.455814815,0.4678,0.458829268,0.404983871,0.431644068,0.514712121,0.239148148,0.245933333,0.324439024,0.345145161,0.361728814,0.417469697,106.1851852,100.7741935,96.76190476,89.703125,103.453125,113.8787879,114.5555556,108.8064516,106.9047619,105.734375,114.921875,114.9545455,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
Alec Peters,,,,3.7,,,,,,0.268166667,,,,,,0.9,,,,,,2.9,,,,,,0.224,,,,,,0.4,,,,,,0.5,,,,,,0.75,,,,,,0.4,,,,,,1.45,,,,,,1.85,,,,,,0.6,,,,,,0.1,,,,,,0.1,,,,,,0.2,,,,,,0.65,,,,,,4.1,,,,,,1.75,,,,,,0.364578947,,,,,,0.356055556,,,,,,0.849888889,,,,,,75.7,,,,,,119.45,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Alen Smailagic,,,,,,2.857142857,,,,,,0.455538462,,,,,,0.214285714,,,,,,0.928571429,,,,,,0.166666667,,,,,,1.142857143,,,,,,1.357142857,,,,,,0.885375,,,,,,0.714285714,,,,,,1.214285714,,,,,,1.928571429,,,,,,0.928571429,,,,,,0.214285714,,,,,,0.285714286,,,,,,0.785714286,,,,,,1,,,,,,4.214285714,,,,,,-0.571428571,,,,,,0.598846154,,,,,,0.475153846,,,,,,0.270615385,,,,,,110.5,,,,,,116.7857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Alex Caruso,,,,3.135135135,6.92,4.546875,,,,0.396787879,0.47365,0.358921875,,,,0.351351351,0.96,0.625,,,,1.162162162,2,1.875,,,,0.326375,0.525722222,0.287553571,,,,0.567567568,2.04,1.078125,,,,0.810810811,2.56,1.46875,,,,0.65975,0.8020625,0.715181818,,,,0.405405405,0.8,0.265625,,,,1.351351351,1.88,1.65625,,,,1.756756757,2.68,1.921875,,,,2.027027027,3.08,1.9375,,,,0.621621622,0.96,1.09375,,,,0.27027027,0.36,0.28125,,,,1.135135135,1.68,0.828125,,,,1.405405405,2.16,1.53125,,,,3.621621622,9.16,5.453125,,,,-0.081081081,1.84,3.859375,,,,0.505117647,0.6029,0.466296875,,,,0.44330303,0.56425,0.413015625,,,,0.365454545,0.3335,0.43184375,,,,91.48648649,103.88,97.859375,,,,112.0810811,113.68,105.96875,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Alex Kirk,0.8,,,,,,0.166666667,,,,,,0,,,,,,0,,,,,,,,,,,,0.4,,,,,,0.4,,,,,,1,,,,,,0.2,,,,,,0,,,,,,0.2,,,,,,0.2,,,,,,0,,,,,,0,,,,,,0,,,,,,0.2,,,,,,0.8,,,,,,-2.8,,,,,,0.409,,,,,,0.166666667,,,,,,0,,,,,,78.8,,,,,,123.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Alex Len,5.115942029,8,6.012987013,5.47826087,8.415584416,5.8,0.491941176,0.415162162,0.497025974,0.54673913,0.471736842,0.517072727,0.014492754,0.012820513,0.038961039,0.014492754,0.961038961,0.290909091,0.043478261,0.08974359,0.155844156,0.043478261,2.649350649,1.072727273,0.333333333,0.142857143,0.25,0.333333333,0.318426471,0.247375,1.057971014,2.230769231,1.948051948,2.289855072,1.818181818,1.236363636,1.507246377,3.064102564,2.701298701,3.347826087,2.805194805,1.909090909,0.729942857,0.680696429,0.73425,0.685178571,0.669019231,0.631193548,2.057971014,2.282051282,2.025974026,2.536231884,2.051948052,1.818181818,4.52173913,5.333333333,4.597402597,4.971014493,3.454545455,4.018181818,6.579710145,7.615384615,6.623376623,7.507246377,5.506493506,5.836363636,0.463768116,1.243589744,0.571428571,1.188405797,1.116883117,0.909090909,0.492753623,0.487179487,0.493506494,0.391304348,0.350649351,0.418181818,1.52173913,0.794871795,1.272727273,0.884057971,0.896103896,0.872727273,1.072463768,1.858974359,1.324675325,1.130434783,1.25974026,1,3.086956522,2.948717949,3.142857143,2.289855072,2.597402597,2.309090909,6.260869565,9.012820513,7.961038961,8.507246377,11.09090909,7.963636364,-0.333333333,-3.653846154,-5.155844156,-3.739130435,-2.142857143,-2.018181818,0.526855072,0.467716216,0.555480519,0.609507246,0.555960526,0.551054545,0.493779412,0.415783784,0.499506494,0.547536232,0.532565789,0.541745455,0.020838235,0.010743243,0.024974026,0.005478261,0.334118421,0.198290909,104.8405797,90.67948718,107.1298701,120.2173913,105.6363636,107.5818182,103.6956522,107.1794872,109.5974026,110.4637681,114.1688312,110.3636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6
Alex Poythress,,,9,1.04,3.857142857,,,,0.430833333,0.3229375,0.446411765,,,,1,0.16,0.428571429,,,,3.166666667,0.44,1.095238095,,,,0.202333333,0.3125,0.392857143,,,,1.333333333,0,0.857142857,,,,1.666666667,0,1.380952381,,,,0.83325,,0.55,,,,1.833333333,0.28,1.380952381,,,,3,0.4,2.238095238,,,,4.833333333,0.68,3.619047619,,,,0.833333333,0.08,0.80952381,,,,0.5,0.12,0.19047619,,,,0.333333333,0.04,0.476190476,,,,0.5,0.08,0.619047619,,,,2.333333333,0.64,2.238095238,,,,10.66666667,1.04,5.095238095,,,,-5.833333333,-0.84,-3.571428571,,,,0.540333333,0.3854375,0.518277778,,,,0.491333333,0.3854375,0.500705882,,,,0.3815,0.3958125,0.305058824,,,,113.3333333,54.64,93.85714286,,,,119.1666667,113.72,113.1428571,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3
Alex Stepheson,,3.375,,,,,,0.4985,,,,,,0,,,,,,0,,,,,,,,,,,,0.5,,,,,,1.5,,,,,,0.416666667,,,,,,2.375,,,,,,1.125,,,,,,3.5,,,,,,0.25,,,,,,0.125,,,,,,0.625,,,,,,0,,,,,,1.5,,,,,,2.75,,,,,,-0.25,,,,,,0.4264,,,,,,0.4985,,,,,,0,,,,,,65.5,,,,,,108.25,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Alexey Shved,7.976190476,,,,,,0.37202439,,,,,,1.119047619,,,,,,3.30952381,,,,,,0.281025,,,,,,2.880952381,,,,,,3.571428571,,,,,,0.846294118,,,,,,0.547619048,,,,,,1.80952381,,,,,,2.357142857,,,,,,2.523809524,,,,,,0.714285714,,,,,,0.142857143,,,,,,1.142857143,,,,,,1.142857143,,,,,,10.33333333,,,,,,-3.142857143,,,,,,0.518658537,,,,,,0.44202439,,,,,,0.470439024,,,,,,102.1666667,,,,,,111.9047619,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Alexis Ajin?a,4.838235294,5.338983051,4.564102564,,,,0.554578125,0.464821429,0.45,,,,0,0,0,,,,0,0.016949153,0.102564103,,,,,0,0,,,,1.191176471,0.881355932,0.743589744,,,,1.455882353,1.050847458,1.025641026,,,,0.801515152,0.831913043,0.748058824,,,,1.529411765,1.271186441,1.179487179,,,,3.102941176,3.288135593,3.358974359,,,,4.632352941,4.559322034,4.538461538,,,,0.691176471,0.525423729,0.307692308,,,,0.308823529,0.322033898,0.512820513,,,,0.75,0.610169492,0.564102564,,,,1.014705882,0.915254237,0.794871795,,,,2.220588235,2.271186441,1.974358974,,,,6.514705882,5.966101695,5.307692308,,,,-0.176470588,-1.118644068,-1.512820513,,,,0.581046875,0.4975,0.466486486,,,,0.554578125,0.464821429,0.45,,,,0,0.002553571,0.013324324,,,,103.2058824,99.79661017,93.58974359,,,,103.7352941,107.220339,104.5897436,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3
