Player,FGA 2015,FGA 2016,FGA 2017,FGA 2018,FGA 2019,FGA 2020,FG% 2015,FG% 2016,FG% 2017,FG% 2018,FG% 2019,FG% 2020,3P 2015,3P 2016,3P 2017,3P 2018,3P 2019,3P 2020,3PA 2015,3PA 2016,3PA 2017,3PA 2018,3PA 2019,3PA 2020,3P% 2015,3P% 2016,3P% 2017,3P% 2018,3P% 2019,3P% 2020,FTM 2015,FTM 2016,FTM 2017,FTM 2018,FTM 2019,FTM 2020,FTA 2015,FTA 2016,FTA 2017,FTA 2018,FTA 2019,FTA 2020,FT% 2015,FT% 2016,FT% 2017,FT% 2018,FT% 2019,FT% 2020,ORB 2015,ORB 2016,ORB 2017,ORB 2018,ORB 2019,ORB 2020,DRB 2015,DRB 2016,DRB 2017,DRB 2018,DRB 2019,DRB 2020,TRB 2015,TRB 2016,TRB 2017,TRB 2018,TRB 2019,TRB 2020,AST 2015,AST 2016,AST 2017,AST 2018,AST 2019,AST 2020,STL 2015,STL 2016,STL 2017,STL 2018,STL 2019,STL 2020,BLK 2015,BLK 2016,BLK 2017,BLK 2018,BLK 2019,BLK 2020,TOV 2015,TOV 2016,TOV 2017,TOV 2018,TOV 2019,TOV 2020,PF 2015,PF 2016,PF 2017,PF 2018,PF 2019,PF 2020,PTS 2015,PTS 2016,PTS 2017,PTS 2018,PTS 2019,PTS 2020,+/- 2015,+/- 2016,+/- 2017,+/- 2018,+/- 2019,-2020,TS% 2015,TS% 2016,TS% 2017,TS% 2018,TS% 2019,TS% 2020,eFG% 2015,eFG% 2016,eFG% 2017,eFG% 2018,eFG% 2019,eFG% 2020,3PAr 2015,3PAr 2016,3PAr 2017,3PAr 2018,3PAr 2019,3PAr 2020,ORtg 2015,ORtg 2016,ORtg 2017,ORtg 2018,ORtg 2019,ORtg 2020,DRtg 2015,DRtg 2016,DRtg 2017,DRtg 2018,DRtg 2019,DRtg 2020,PG% 2015,PG% 2016,PG% 2017,PG% 2018,PG% 2019,PG% 2020,SG% 2015,SG% 2016,SG% 2017,SG% 2018,SG% 2019,SG% 2020,SF% 2015,SF% 2016,SF% 2017,SF% 2018,SF% 2019,SF% 2020,PF% 2015,PF% 2016,PF% 2017,PF% 2018,PF% 2019,PF% 2020,C% 2015,C% 2016,C% 2017,C% 2018,C% 2019,C% 2020,Sum Seasons
Paul Pierce,8.98630137,5.838235294,2.8,,,,0.434794521,0.322044118,0.41247619,,,,1.616438356,1.102941176,0.6,,,,4.150684932,3.558823529,1.72,,,,0.379465753,0.286235294,0.365,,,,2.246575342,0.794117647,0.4,,,,2.876712329,0.970588235,0.52,,,,0.790509091,0.840565217,0.714285714,,,,0.616438356,0.176470588,0.04,,,,3.410958904,2.558823529,1.88,,,,4.02739726,2.735294118,1.92,,,,1.97260274,1.044117647,0.4,,,,0.630136986,0.485294118,0.16,,,,0.328767123,0.25,0.2,,,,1.260273973,0.852941176,0.64,,,,2.191780822,1.897058824,1.6,,,,11.89041096,6.132352941,3.24,,,,2.301369863,0.779411765,1.12,,,,0.568630137,0.4495,0.554761905,,,,0.527123288,0.410705882,0.528,,,,0.481931507,0.631926471,0.629095238,,,,110.4246575,85.02941176,79.2,,,,106.1369863,106.0441176,109.12,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3
Paul Watson,,,,,,2.6,,,,,,0.310833333,,,,,,0.4,,,,,,1.2,,,,,,0.1334,,,,,,0.7,,,,,,0.9,,,,,,0.79175,,,,,,0.2,,,,,,1.5,,,,,,1.7,,,,,,0.8,,,,,,0.4,,,,,,0.1,,,,,,0.3,,,,,,0.5,,,,,,3.1,,,,,,3.3,,,,,,0.401428571,,,,,,0.3365,,,,,,0.549166667,,,,,,62.4,,,,,,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
Paul Zipser,,,5.022727273,4.333333333,,,,,0.333487805,0.323150943,,,,,0.75,0.685185185,,,,,2.25,2.037037037,,,,,0.290611111,0.272581395,,,,,0.704545455,0.351851852,,,,,0.909090909,0.462962963,,,,,0.769647059,0.757545455,,,,,0.340909091,0.240740741,,,,,2.5,2.185185185,,,,,2.840909091,2.425925926,,,,,0.818181818,0.851851852,,,,,0.340909091,0.37037037,,,,,0.363636364,0.277777778,,,,,0.909090909,0.796296296,,,,,1.772727273,1.592592593,,,,,5.454545455,4.037037037,,,,,0.340909091,-4.037037037,,,,,0.404571429,0.411339623,,,,,0.400585366,0.392716981,,,,,0.460585366,0.44954717,,,,,81.54545455,75.75925926,,,,,107.5909091,112.8518519,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Pero Antic,4.698412698,,,,,,0.343209677,,,,,,0.825396825,,,,,,2.746031746,,,,,,0.290516667,,,,,,1.396825397,,,,,,1.952380952,,,,,,0.7422,,,,,,0.920634921,,,,,,2.079365079,,,,,,3,,,,,,0.777777778,,,,,,0.285714286,,,,,,0.222222222,,,,,,0.777777778,,,,,,2.095238095,,,,,,5.650793651,,,,,,2.412698413,,,,,,0.490854839,,,,,,0.428822581,,,,,,0.582693548,,,,,,99.76190476,,,,,,106.984127,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Perry Jones,4.279069767,,,,,,0.308405405,,,,,,0.325581395,,,,,,1.395348837,,,,,,0.18762963,,,,,,0.558139535,,,,,,0.860465116,,,,,,0.671272727,,,,,,0.139534884,,,,,,1.627906977,,,,,,1.76744186,,,,,,0.418604651,,,,,,0.395348837,,,,,,0.186046512,,,,,,0.558139535,,,,,,1.162790698,,,,,,4.279069767,,,,,,-3.023255814,,,,,,0.337648649,,,,,,0.33572973,,,,,,0.346540541,,,,,,61.44186047,,,,,,107.5116279,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Phil Pressey,3.48,3.391304348,,,,,0.41397619,0.3321875,,,,,0.32,0.173913043,,,,,1.3,0.782608696,,,,,0.2578125,0.227272727,,,,,0.66,0.565217391,,,,,0.98,1.086956522,,,,,0.6875,0.470333333,,,,,0.26,0.130434783,,,,,1.34,1.217391304,,,,,1.6,1.347826087,,,,,2.34,3.260869565,,,,,0.6,0.782608696,,,,,0.12,0.173913043,,,,,0.82,1.434782609,,,,,1.08,1.217391304,,,,,3.54,3.347826087,,,,,0.06,-1.695652174,,,,,0.52175,0.395,,,,,0.4705,0.3555625,,,,,0.384952381,0.2600625,,,,,98.76,96.7826087,,,,,105.52,107.6086957,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Pierre Jackson,,,4.875,,,,,,0.251571429,,,,,,0.375,,,,,,1.375,,,,,,0.3666,,,,,,0.75,,,,,,0.875,,,,,,0.8,,,,,,0.125,,,,,,1,,,,,,1.125,,,,,,2.375,,,,,,0.25,,,,,,0,,,,,,0.375,,,,,,0.625,,,,,,4.375,,,,,,6.875,,,,,,0.384285714,,,,,,0.282857143,,,,,,0.217857143,,,,,,79.875,,,,,,113,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PJ Dozier,,,,1,3.5,5.413793103,,,,0.5,0.23925,0.337428571,,,,0,0.333333333,0.586206897,,,,0,1.333333333,1.689655172,,,,,0.389,0.297571429,,,,0,0.166666667,0.724137931,,,,0,0.333333333,1,,,,,0.5,0.6857,,,,0,1,0.344827586,,,,0.5,1.833333333,1.551724138,,,,0.5,2.833333333,1.896551724,,,,0,0.833333333,2.172413793,,,,0,0.333333333,0.482758621,,,,0,0,0.206896552,,,,0.5,0,0.931034483,,,,0.5,0.333333333,1.551724138,,,,1,3.166666667,5.793103448,,,,-1.5,4.166666667,-2.275862069,,,,0.5,0.27575,0.397857143,,,,0.5,0.27325,0.3855,,,,0,0.40725,0.312928571,,,,51,44,81.06896552,,,,108,108.5,118.7241379,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Quincy Acy,4.867647059,3.627118644,4.473684211,5.214285714,1.8,,0.470046154,0.538188679,0.399324324,0.348242857,0.125,,0.264705882,0.322033898,0.973684211,1.457142857,0.2,,0.882352941,0.830508475,2.368421053,4.171428571,1.5,,0.241,0.396666667,0.406657143,0.354642857,0.0625,,1.117647059,0.847457627,1.184210526,0.7,0.7,,1.426470588,1.152542373,1.578947368,0.857142857,1,,0.793051282,0.769230769,0.752238095,0.829875,0.75,,1.161764706,1.101694915,0.526315789,0.571428571,0.3,,3.264705882,2.084745763,2.5,3.1,2.2,,4.426470588,3.186440678,3.026315789,3.671428571,2.5,,1,0.457627119,0.473684211,0.814285714,0.8,,0.397058824,0.491525424,0.368421053,0.471428571,0.1,,0.323529412,0.406779661,0.394736842,0.414285714,0.4,,0.882352941,0.457627119,0.552631579,0.857142857,0.4,,2.161764706,1.745762712,1.763157895,2.128571429,2.4,,5.852941176,5.203389831,5.842105263,5.871428571,1.7,,-3.073529412,-2.13559322,-1.026315789,-0.757142857,0.4,,0.525830769,0.607245283,0.512324324,0.510757143,0.276875,,0.490123077,0.576811321,0.50672973,0.489257143,0.15625,,0.177769231,0.239981132,0.557432432,0.805857143,0.90625,,100.7205882,121.6779661,95.47368421,93,55.2,,110.0735294,110.9322034,112.5,110.4428571,117.1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,5
Quincy Miller,3.8,,,,,,0.184555556,,,,,,0.3,,,,,,1.8,,,,,,0.104714286,,,,,,0.8,,,,,,1.1,,,,,,0.619,,,,,,0.4,,,,,,1.6,,,,,,2,,,,,,0.8,,,,,,0.7,,,,,,0.5,,,,,,0.5,,,,,,0.9,,,,,,2.9,,,,,,4.4,,,,,,0.252666667,,,,,,0.207444444,,,,,,0.441111111,,,,,,79.1,,,,,,100.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Quincy Pondexter,5.96,,,2.130434783,1.094339623,,0.380405405,,,0.187555556,0.490642857,,1.213333333,,,0.130434783,0.113207547,,3.253333333,,,0.956521739,0.339622642,,0.300888889,,,0.164846154,0.366666667,,0.946666667,,,0.608695652,0.641509434,,1.28,,,0.739130435,0.79245283,,0.73234375,,,0.8834,0.817307692,,0.706666667,,,0.347826087,0.150943396,,1.893333333,,,0.826086957,0.716981132,,2.6,,,1.173913043,0.867924528,,1.253333333,,,0.391304348,0.452830189,,0.253333333,,,0.347826087,0.20754717,,0.32,,,0.086956522,0.018867925,,0.68,,,0.47826087,0.245283019,,2,,,1.043478261,0.452830189,,7.173333333,,,1.956521739,1.849056604,,0.146666667,,,-3.913043478,-0.264150943,,0.501581081,,,0.282222222,0.609571429,,0.472986486,,,0.214666667,0.55125,,0.574689189,,,0.474055556,0.31675,,101.6,,,67.34782609,72.77358491,,110.7333333,,,112.8695652,112.4716981,,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,4
Quinn Cook,,,4.714285714,7.636363636,5.932432432,4.863636364,,,0.466166667,0.47583871,0.42284058,0.3774,,,0.785714286,1.393939394,1.094594595,0.704545455,,,1.857142857,3.151515152,2.702702703,1.931818182,,,0.447,0.379428571,0.354,0.329090909,,,0.142857143,0.666666667,0.27027027,0.25,,,0.357142857,0.757575758,0.351351351,0.318181818,,,0.333333333,0.9375,0.75,0.833333333,,,0.071428571,0.303030303,0.297297297,0.25,,,0.428571429,2.181818182,1.824324324,0.909090909,,,0.5,2.484848485,2.121621622,1.159090909,,,1.857142857,2.696969697,1.567567568,1.113636364,,,0.285714286,0.363636364,0.27027027,0.272727273,,,0,0.03030303,0.040540541,0.045454545,,,0.928571429,0.96969697,0.675675676,0.75,,,0.928571429,1.787878788,1.243243243,0.613636364,,,5.642857143,9.454545455,6.878378378,5.090909091,,,-2.928571429,-1.181818182,-1.797297297,1.295454545,,,0.55975,0.580258065,0.517188406,0.453725,,,0.565,0.557806452,0.512478261,0.436325,,,0.5095,0.431806452,0.500507246,0.3995,,,95.21428571,113.1515152,95.44594595,89.95454545,,,110.6428571,112.4848485,113.7837838,111.25,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Quinndary Weatherspoon,,,,,,1.545454545,,,,,,0.185714286,,,,,,0.090909091,,,,,,0.454545455,,,,,,0.125,,,,,,0.090909091,,,,,,0.181818182,,,,,,0.5,,,,,,0.090909091,,,,,,0.545454545,,,,,,0.636363636,,,,,,1,,,,,,0.272727273,,,,,,0.090909091,,,,,,0.454545455,,,,,,0.727272727,,,,,,1.090909091,,,,,,-2.2,,,,,,0.26475,,,,,,0.221428571,,,,,,0.271428571,,,,,,54.5,,,,,,119.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
R.J. Hunter,,2.722222222,0.333333333,4,13,,,0.28869697,0,0.146,0.462,,,0.527777778,0,0.6,4,,,1.75,0.333333333,2.8,10,,,0.271666667,0,0.091,0.4,,,0.166666667,0,0.4,1,,,0.194444444,0,0.4,2,,,0.875,,1,0.5,,,0.055555556,0,0,1,,,0.972222222,0.333333333,1,2,,,1.027777778,0.333333333,1,3,,,0.361111111,0,0.6,3,,,0.388888889,0,0.6,1,,,0.111111111,0,0,0,,,0.305555556,0,0.4,0,,,0.805555556,0,1.4,3,,,2.694444444,0,3.8,17,,,-0.777777778,-3.333333333,0.2,28,,,0.386757576,0,0.187666667,0.612,,,0.376090909,0,0.177,0.615,,,0.678969697,1,0.785,0.769,,,69.94444444,0,115.2,131,,,105.8611111,108,105.2,112,,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Rajon Rondo,9.485294118,10.86111111,8.130434783,7.6,9.391304348,6.833333333,0.416014925,0.441652778,0.388617647,0.450461538,0.381304348,0.395708333,0.397058824,0.861111111,0.724637681,0.769230769,1.108695652,0.854166667,1.264705882,2.361111111,1.927536232,2.307692308,3.086956522,2.604166667,0.241673913,0.318850746,0.338683333,0.298,0.39052381,0.277422222,0.455882353,1.208333333,0.434782609,0.384615385,0.5,0.5625,1.147058824,2.083333333,0.724637681,0.707692308,0.782608696,0.854166667,0.426785714,0.589857143,0.614052632,0.504611111,0.65625,0.647058824,1.073529412,1.069444444,1.057971014,0.476923077,0.739130435,0.479166667,4.411764706,4.972222222,4.086956522,3.569230769,4.543478261,2.479166667,5.485294118,6.041666667,5.144927536,4.046153846,5.282608696,2.958333333,7.911764706,11.65277778,6.68115942,8.2,7.97826087,5,1.338235294,1.958333333,1.434782609,1.076923077,1.239130435,0.833333333,0.102941176,0.138888889,0.15942029,0.153846154,0.152173913,0.041666667,3.088235294,3.861111111,2.449275362,2.323076923,2.760869565,1.895833333,2.25,2.430555556,2.086956522,1.830769231,2.173913043,1.208333333,8.941176471,11.93055556,7.797101449,8.261538462,9.217391304,7.125,-0.852941176,-2.138888889,-0.869565217,0.246153846,-5.326086957,0.9375,0.430328358,0.493666667,0.435382353,0.505046154,0.444326087,0.465041667,0.433537313,0.480333333,0.430191176,0.501553846,0.436391304,0.457854167,0.132313433,0.214541667,0.244323529,0.319246154,0.308173913,0.406916667,91.32352941,104.2222222,95.79710145,108.2923077,97.36956522,98.6875,105.7941176,107.9166667,106.4347826,110.6461538,111.9130435,110.6875,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rakeem Christmas,,2,1.482758621,,,,,1,0.372190476,,,,,0,0,,,,,0,0,,,,,,,,,,,0,0.724137931,,,,,0,1,,,,,,0.75,,,,,1,0.896551724,,,,,0,1.034482759,,,,,1,1.931034483,,,,,0,0.137931034,,,,,0,0.103448276,,,,,0,0.206896552,,,,,0,0.275862069,,,,,1,1.275862069,,,,,4,2.034482759,,,,,-10,-1.214285714,,,,,1,0.477045455,,,,,1,0.372190476,,,,,0,0,,,,,206,99.32142857,,,,,102,110.0714286,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2
Ramon Sessions,5.21875,7.219512195,5.26,4.178571429,,,0.335063492,0.457878049,0.37456,0.360076923,,,0.296875,0.43902439,0.42,0.285714286,,,0.9375,1.353658537,1.24,0.928571429,,,0.292682927,0.299442623,0.362594595,0.2916875,,,2.078125,2.609756098,1.82,1.571428571,,,2.703125,3.451219512,2.36,2.035714286,,,0.7676875,0.785285714,0.736025641,0.735571429,,,0.359375,0.304878049,0.22,0.214285714,,,1.890625,2.170731707,1.24,1.142857143,,,2.25,2.475609756,1.46,1.357142857,,,2.84375,2.914634146,2.58,2.75,,,0.453125,0.56097561,0.54,0.5,,,0,0.06097561,0.06,0.071428571,,,1.34375,1.402439024,0.92,1.071428571,,,1.140625,1.243902439,0.86,1.035714286,,,6.28125,9.87804878,6.24,4.857142857,,,-2.515625,-0.682926829,-1.6,-2.964285714,,,0.4529375,0.554402439,0.502,0.451615385,,,0.357269841,0.484817073,0.4148,0.388192308,,,0.178365079,0.183670732,0.23496,0.1995,,,93.78125,104.6463415,103.8,88.75,,,109.28125,109.1341463,110.54,111.8214286,,,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
Randy Foye,8.04,5.950617284,4.710144928,,,,0.332183673,0.320975309,0.337104478,,,,1.88,0.925925926,0.971014493,,,,5.26,3.086419753,2.942028986,,,,0.368040816,0.2188375,0.295671642,,,,0.9,0.75308642,0.782608696,,,,1.1,0.913580247,0.913043478,,,,0.79375,0.817925926,0.82868,,,,0.18,0.296296296,0.130434783,,,,1.52,1.62962963,2.115942029,,,,1.7,1.925925926,2.246376812,,,,2.38,1.987654321,1.956521739,,,,0.68,0.481481481,0.507246377,,,,0.22,0.358024691,0.130434783,,,,1.2,1.061728395,1.15942029,,,,1.94,1.617283951,1.434782609,,,,8.7,5.851851852,5.173913043,,,,-2,0.345679012,-2.971014493,,,,0.473326531,0.416407407,0.469686567,,,,0.445122449,0.389061728,0.438940299,,,,0.671979592,0.550432099,0.690119403,,,,91.92,86.83950617,91.08695652,,,,112.74,111.2469136,114.0434783,,,,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Rashad Vaughn,,3.8,3.804878049,2,,,,0.268560606,0.304066667,0.413411765,,,,0.614285714,0.634146341,0.5,,,,2.1,1.975609756,1.321428571,,,,0.285578947,0.209888889,0.363333333,,,,0.171428571,0.048780488,0.142857143,,,,0.214285714,0.12195122,0.214285714,,,,0.738142857,0.333333333,0.625,,,,0.157142857,0.097560976,0.107142857,,,,1.1,1.097560976,0.642857143,,,,1.257142857,1.195121951,0.75,,,,0.557142857,0.56097561,0.464285714,,,,0.414285714,0.463414634,0.178571429,,,,0.228571429,0.243902439,0.107142857,,,,0.4,0.341463415,0.214285714,,,,1.042857143,0.780487805,0.535714286,,,,3.1,3.463414634,2.285714286,,,,-2.042857143,-1.87804878,-0.428571429,,,,0.357712121,0.363933333,0.542058824,,,,0.343909091,0.362133333,0.538764706,,,,0.5565,0.4983,0.699,,,,67.35714286,66.12195122,81.46428571,,,,112.2857143,112.9512195,115.7142857,,,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Rasual Butler,6.893333333,2.333333333,,,,,0.386875,0.404868421,,,,,1.213333333,0.354166667,,,,,3.133333333,1.0625,,,,,0.381970149,0.330818182,,,,,0.706666667,0.229166667,,,,,0.893333333,0.333333333,,,,,0.826269231,0.729125,,,,,0.36,0.0625,,,,,2.266666667,1.1875,,,,,2.626666667,1.25,,,,,0.84,0.625,,,,,0.386666667,0.270833333,,,,,0.293333333,0.520833333,,,,,0.64,0.166666667,,,,,1.306666667,0.3125,,,,,7.733333333,2.875,,,,,-0.783783784,1.75,,,,,0.499291667,0.48774359,,,,,0.474166667,0.4725,,,,,0.472444444,0.513,,,,,95.53333333,77.85416667,,,,,106.2533333,94.10416667,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Raul Neto,,5.160493827,2.275,3.682926829,4.351351351,4.111111111,,0.415012346,0.457066667,0.447794872,0.520058824,0.425102041,,0.790123457,0.25,0.463414634,0.540540541,0.62962963,,2,0.775,1.146341463,1.621621622,1.62962963,,0.403697368,0.314777778,0.396551724,0.373551724,0.33604878,,0.641975309,0.2,0.634146341,0.756756757,0.722222222,,0.864197531,0.225,0.853658537,0.891891892,0.87037037,,0.762636364,0.916666667,0.733333333,0.883363636,0.813375,,0.209876543,0.1,0.170731707,0.162162162,0.203703704,,1.271604938,0.65,1.024390244,1.513513514,0.925925926,,1.481481481,0.75,1.195121951,1.675675676,1.12962963,,2.148148148,0.85,1.829268293,2.513513514,1.759259259,,0.765432099,0.525,0.317073171,0.378378378,0.444444444,,0.024691358,0.125,0.097560976,0.108108108,0.111111111,,1.345679012,0.375,0.87804878,0.945945946,0.87037037,,1.50617284,1.2,0.926829268,1.324324324,0.925925926,,5.87654321,2.5,4.463414634,5.297297297,5.092592593,,0.938271605,2.1,2.829268293,4.72972973,0.666666667,,0.511432099,0.52,0.55725641,0.635971429,0.521306122,,0.48945679,0.5079,0.529153846,0.597,0.489959184,,0.402888889,0.294833333,0.386102564,0.382676471,0.41677551,,97.41975309,82.775,105.3658537,116,96.40740741,,107.0617284,106.2,106.7560976,107.2972973,111.7962963,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Rawle Alkins,,,,,3.9,,,,,,0.247666667,,,,,,0.3,,,,,,1.2,,,,,,0.25,,,,,,0.8,,,,,,1.2,,,,,,0.7666,,,,,,1.1,,,,,,1.5,,,,,,2.6,,,,,,1.3,,,,,,0.1,,,,,,0,,,,,,0.8,,,,,,0.7,,,,,,3.7,,,,,,-1.3,,,,,,0.330666667,,,,,,0.280333333,,,,,,0.337222222,,,,,,76.3,,,,,,118.3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ray McCallum,6.911764706,3.488372093,,,,,0.40947619,0.279685714,,,,,0.5,0.348837209,,,,,1.632352941,0.976744186,,,,,0.256796296,0.276952381,,,,,0.838235294,0.279069767,,,,,1.235294118,0.348837209,,,,,0.688666667,0.777833333,,,,,0.764705882,0.186046512,,,,,1.882352941,0.906976744,,,,,2.647058824,1.093023256,,,,,2.764705882,1.395348837,,,,,0.661764706,0.279069767,,,,,0.161764706,0.162790698,,,,,1.25,0.604651163,,,,,1.352941176,0.674418605,,,,,7.397058824,3.186046512,,,,,-3.5,-0.069767442,,,,,0.461952381,0.330714286,,,,,0.445634921,0.308857143,,,,,0.277857143,0.2704,,,,,88.51470588,59.48837209,,,,,112.4117647,107.5813953,,,,,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3
Ray Spalding,,,,,3.357142857,,,,,,0.426333333,,,,,,0,,,,,,0.214285714,,,,,,0,,,,,,0.285714286,,,,,,0.857142857,,,,,,0.375,,,,,,1.071428571,,,,,,2.357142857,,,,,,3.428571429,,,,,,0.357142857,,,,,,0.642857143,,,,,,0.571428571,,,,,,0.642857143,,,,,,1.642857143,,,,,,3.857142857,,,,,,-1.428571429,,,,,,0.41375,,,,,,0.426333333,,,,,,0.0405,,,,,,74.35714286,,,,,,114.0714286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Rayjon Tucker,,,,,,2.15,,,,,,0.4336,,,,,,0.15,,,,,,0.85,,,,,,0.0916,,,,,,0.95,,,,,,1.15,,,,,,0.769857143,,,,,,0.15,,,,,,0.85,,,,,,1,,,,,,0.25,,,,,,0.05,,,,,,0.05,,,,,,0.4,,,,,,0.5,,,,,,3.1,,,,,,-1.210526316,,,,,,0.522733333,,,,,,0.452333333,,,,,,0.464133333,,,,,,76.89473684,,,,,,116.2105263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Raymond Felton,3.655172414,8.525,6.425,6.731707317,4.090909091,,0.345111111,0.3896625,0.424025,0.3995,0.385129032,,0.344827586,0.75,0.575,0.987804878,0.606060606,,1.172413793,2.6625,1.8,2.804878049,1.848484848,,0.288833333,0.241513514,0.307580645,0.328315789,0.344,,0.413793103,1.8625,0.625,0.43902439,0.363636364,,0.517241379,2.2,0.8,0.536585366,0.393939394,,0.75,0.824945455,0.746227273,0.84375,0.96,,0.068965517,0.45,0.4125,0.304878049,0.121212121,,0.827586207,2.775,2.3125,1.597560976,0.909090909,,0.896551724,3.225,2.725,1.902439024,1.03030303,,1.413793103,3.55,2.3875,2.475609756,1.575757576,,0.379310345,0.85,0.825,0.597560976,0.303030303,,0.137931034,0.1875,0.275,0.195121951,0.181818182,,0.620689655,1.5125,1.0375,0.926829268,0.424242424,,0.586206897,1.7625,1.5625,1.109756098,0.878787879,,3.724137931,9.5375,6.725,6.890243902,4.303030303,,-0.75862069,-0.825,-2.0375,-0.512195122,0.454545455,,0.452357143,0.4773625,0.485825,0.484292683,0.495645161,,0.388111111,0.4284,0.4644375,0.470378049,0.476709677,,0.334481481,0.308325,0.263975,0.405256098,0.444548387,,88.4137931,98.3625,96.1,102.9756098,105.2424242,,108.6896552,109.525,109.4125,110.2195122,108.6666667,,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
